light,mobility,resilience,recovery,discipline,intellect,strength,class,mode,tiers_mob,tiers_res,tiers_rec,tiers_dis,tiers_int,tiers_str,tiers,total
1381,93,26,100,62,50,61,Hunter,Control,9,2,10,6,5,6,38,392
1518,33,50,66,30,73,33,Warlock,Control,3,5,6,3,7,3,27,285
1560,101,40,100,32,115,25,Warlock,Trials,10,4,10,3,11,2,40,413
1569,100,32,93,36,81,39,Hunter,Control,10,3,9,3,8,3,36,381
1569,24,50,90,74,24,62,Titan,Control,2,5,9,7,2,6,31,324
1566,25,100,70,60,92,28,Titan,Control,2,10,7,6,9,2,36,375
1556,101,40,90,91,53,32,Hunter,Trials,10,4,9,9,5,3,40,407
1573,42,24,71,62,57,41,Hunter,Control,4,2,7,6,5,4,28,297
1586,100,23,101,34,80,44,Hunter,Control,10,2,10,3,8,4,37,382
1559,102,31,100,23,125,31,Hunter,Trials,10,3,10,2,12,3,40,412
1557,35,41,77,68,24,32,Hunter,Trials,3,4,7,6,2,3,25,277
1559,42,58,85,68,53,71,Warlock,Trials,4,5,8,6,5,7,35,377
1381,93,26,100,62,50,61,Hunter,Control,9,2,10,6,5,6,38,392
1581,54,62,101,94,40,27,Titan,Control,5,6,10,9,4,2,36,378
1565,14,43,100,76,44,53,Titan,Control,1,4,10,7,4,5,31,330
1570,100,32,93,36,81,39,Hunter,Control,10,3,9,3,8,3,36,381
1559,84,50,89,38,37,87,Hunter,Trials,8,5,8,3,3,8,35,385
1510,61,49,47,44,35,39,Warlock,Control,6,4,4,4,3,3,24,275
1557,101,40,90,91,53,32,Hunter,Trials,10,4,9,9,5,3,40,407
1552,42,24,71,72,57,31,Hunter,Trials,4,2,7,7,5,3,28,297
1557,92,32,99,92,49,18,Warlock,Trials,9,3,9,9,4,1,35,382
1560,36,101,101,24,85,74,Titan,Trials,3,10,10,2,8,7,40,421
1567,33,73,30,104,35,11,Titan,Control,3,7,3,10,3,1,27,286
1557,61,91,74,91,54,32,Titan,Trials,6,9,7,9,5,3,39,403
1529,52,53,76,34,34,65,Hunter,Trials,5,5,7,3,3,6,29,314
1571,38,45,47,102,24,36,Hunter,Control,3,4,4,10,2,3,26,292
1576,100,30,104,4,103,29,Hunter,Control,10,3,10,0,10,2,35,370
1572,64,67,22,50,96,53,Titan,Control,6,6,2,5,9,5,33,352
1537,82,37,96,11,85,37,Titan,Control,8,3,9,1,8,3,32,348
1560,102,41,104,70,52,32,Hunter,Trials,10,4,10,7,5,3,39,401
1570,29,23,80,83,37,22,Titan,Control,2,2,8,8,3,2,25,274
1584,34,74,101,53,90,28,Titan,Survival,3,7,10,5,9,2,36,380
1578,101,40,100,43,93,52,Hunter,Control,10,4,10,4,9,5,42,429
1595,82,27,70,68,99,27,Hunter,Rumble,8,2,7,6,9,2,34,373
1560,101,30,100,32,105,25,Warlock,Trials,10,3,10,3,10,2,38,393
1579,80,50,90,64,91,23,Hunter,Control,8,5,9,6,9,2,39,398
1582,82,34,102,92,50,46,Warlock,Control,8,3,10,9,5,4,39,406
1551,104,28,100,100,62,18,Warlock,Rumble,10,2,10,10,6,1,39,412
1578,49,103,77,70,68,45,Warlock,Control,4,10,7,7,6,4,38,412
1559,74,46,101,37,91,40,Hunter,Trials,7,4,10,3,9,4,37,389
1574,54,93,101,20,91,47,Warlock,Rumble,5,9,10,2,9,4,39,406
1558,87,20,96,38,55,92,Hunter,Trials,8,2,9,3,5,9,36,388
1557,87,80,83,62,53,82,Hunter,Trials,8,8,8,6,5,8,43,447
1540,96,32,55,54,44,42,Hunter,Control,9,3,5,5,4,4,30,323
1581,61,90,53,63,89,68,Warlock,Control,6,9,5,6,8,6,40,424
1586,31,74,78,76,64,28,Warlock,Control,3,7,7,7,6,2,32,351
1552,90,44,100,42,46,70,Warlock,Trials,9,4,10,4,4,7,38,392
1560,76,63,100,55,101,46,Titan,Trials,7,6,10,5,10,4,42,441
1572,49,43,67,56,54,28,Titan,Control,4,4,6,5,5,2,26,297
1560,52,60,100,52,81,54,Warlock,Trials,5,6,10,5,8,5,39,399
1555,92,20,90,48,43,30,Hunter,Trials,9,2,9,4,4,3,31,323
1557,100,32,101,87,44,59,Hunter,Trials,10,3,10,8,4,5,40,423
1548,15,33,98,76,83,24,Warlock,Trials,1,3,9,7,8,2,30,329
1578,62,45,100,34,89,25,Hunter,Control,6,4,10,3,8,2,33,355
1576,49,57,102,58,50,52,Warlock,Control,4,5,10,5,5,5,34,368
1559,105,28,104,26,92,53,Hunter,Trials,10,2,10,2,9,5,38,408
1581,73,74,42,46,70,60,Titan,Control,7,7,4,4,7,6,35,365
1567,79,31,88,26,50,43,Hunter,Control,7,3,8,2,5,4,29,317
1559,61,60,103,45,70,58,Hunter,Trials,6,6,10,4,7,5,38,397
1559,106,29,103,23,106,49,Hunter,Trials,10,2,10,2,10,4,38,416
1529,100,23,101,93,101,43,Hunter,Control,10,2,10,9,10,4,45,461
1577,100,23,102,60,80,22,Hunter,Rumble,10,2,10,6,8,2,38,387
1502,43,32,35,41,35,59,Hunter,Control,4,3,3,4,3,5,22,245
1553,44,71,96,36,78,42,Titan,Control,4,7,9,3,7,4,34,367
1494,33,41,72,35,84,29,Warlock,Survival,3,4,7,3,8,2,27,294
1556,101,43,101,50,72,45,Titan,Trials,10,4,10,5,7,4,40,412
1552,111,25,71,30,53,53,Hunter,Trials,11,2,7,3,5,5,33,343
1559,61,60,103,45,70,58,Hunter,Trials,6,6,10,4,7,5,38,397
1560,50,60,103,32,90,46,Warlock,Trials,5,6,10,3,9,4,37,381
1566,58,87,50,66,47,42,Hunter,Control,5,8,5,6,4,4,32,350
1553,82,52,94,62,102,30,Titan,Trials,8,5,9,6,10,3,41,422
1536,49,46,41,37,52,40,Warlock,Control,4,4,4,3,5,4,24,265
1494,87,30,80,28,94,55,Hunter,Control,8,3,8,2,9,5,35,374
1559,100,20,95,15,89,37,Hunter,Trials,10,2,9,1,8,3,33,356
1491,62,62,104,60,81,60,Hunter,Control,6,6,10,6,8,6,42,429
1560,77,29,108,40,102,31,Hunter,Trials,7,2,10,4,10,3,36,387
1556,100,36,100,62,100,32,Warlock,Trials,10,3,10,6,10,3,42,430
1565,100,27,103,55,52,73,Hunter,Control,10,2,10,5,5,7,39,410
1560,102,27,80,67,39,100,Hunter,Trials,10,2,8,6,3,10,39,415
1560,101,63,52,101,51,41,Hunter,Trials,10,6,5,10,5,4,40,409
1558,92,48,103,100,54,18,Hunter,Trials,9,4,10,10,5,1,39,415
1559,101,28,101,68,76,33,Hunter,Trials,10,2,10,6,7,3,38,407
1558,86,40,101,26,101,19,Hunter,Trials,8,4,10,2,10,1,35,373
1563,75,51,29,49,55,49,Titan,Control,7,5,2,4,5,4,27,308
1540,43,61,56,45,109,54,Titan,Survival,4,6,5,4,10,5,34,368
1556,105,31,100,2,108,59,Hunter,Trials,10,3,10,0,10,5,38,405
1557,46,33,100,104,20,40,Warlock,Trials,4,3,10,10,2,4,33,343
1482,43,44,40,32,28,21,Hunter,Rumble,4,4,4,3,2,2,19,208
1577,91,34,95,93,49,57,Hunter,Rumble,9,3,9,9,4,5,39,419
1579,42,58,87,54,88,49,Titan,Control,4,5,8,5,8,4,34,378
1559,72,60,101,71,73,22,Warlock,Trials,7,6,10,7,7,2,39,399
1553,80,28,107,47,83,58,Hunter,Survival,8,2,10,4,8,5,37,403
1560,36,52,57,91,41,59,Hunter,Trials,3,5,5,9,4,5,31,336
1592,100,22,100,90,46,63,Hunter,Control,10,2,10,9,4,6,41,421
1559,104,22,106,26,99,30,Hunter,Trials,10,2,10,2,9,3,36,387
1556,98,56,84,41,92,31,Hunter,Trials,9,5,8,4,9,3,38,402
1558,26,60,100,61,71,64,Titan,Trials,2,6,10,6,7,6,37,382
1559,102,70,67,75,54,70,Hunter,Trials,10,7,6,7,5,7,42,438
1583,106,41,102,36,100,72,Hunter,Control,10,4,10,3,10,7,44,457
1581,72,34,104,92,38,28,Warlock,Control,7,3,10,9,3,2,34,368
1541,20,70,58,60,33,25,Warlock,Control,2,7,5,6,3,2,25,266
1569,57,77,58,57,57,48,Titan,Control,5,7,5,5,5,4,31,354
1577,33,53,81,81,66,18,Warlock,Control,3,5,8,8,6,1,31,332
1569,57,43,101,101,57,46,Warlock,Control,5,4,10,10,5,4,38,405
1560,104,28,94,48,54,54,Hunter,Trials,10,2,9,4,5,5,35,382
1584,108,45,80,46,101,28,Hunter,Control,10,4,8,4,10,2,38,408
1558,104,43,103,98,34,34,Hunter,Trials,10,4,10,9,3,3,39,416
1560,65,96,87,56,57,88,Titan,Trials,6,9,8,5,5,8,41,449
1582,27,26,104,104,70,30,Warlock,Control,2,2,10,10,7,3,34,361
1574,57,15,93,36,40,59,Warlock,Control,5,1,9,3,4,5,27,300
1535,102,28,80,70,101,42,Hunter,Control,10,2,8,7,10,4,41,423
1569,102,40,100,28,101,67,Hunter,Control,10,4,10,2,10,6,42,438
1555,37,101,82,23,90,75,Titan,Trials,3,10,8,2,9,7,39,408
1519,61,27,114,26,90,46,Titan,Rumble,6,2,11,2,9,4,34,364
1558,103,30,101,34,82,56,Hunter,Trials,10,3,10,3,8,5,39,406
1574,55,43,48,45,50,116,Titan,Control,5,4,4,4,5,11,33,357
1560,89,70,66,59,86,70,Warlock,Trials,8,7,6,5,8,7,41,440
1584,60,62,101,61,62,66,Warlock,Rumble,6,6,10,6,6,6,40,412
1575,43,51,103,90,80,22,Warlock,Control,4,5,10,9,8,2,38,389
1534,70,22,100,13,85,27,Hunter,Rumble,7,2,10,1,8,2,30,317
1566,56,41,75,93,83,28,Hunter,Control,5,4,7,9,8,2,35,376
1560,100,30,101,64,72,58,Hunter,Trials,10,3,10,6,7,5,41,425
1582,100,22,104,46,55,51,Hunter,Rumble,10,2,10,4,5,5,36,378
1558,60,61,64,43,67,79,Hunter,Trials,6,6,6,4,6,7,35,374
1556,26,82,70,39,60,68,Warlock,Trials,2,8,7,3,6,6,32,345
1576,84,29,100,111,30,50,Hunter,Rumble,8,2,10,11,3,5,39,404
1554,80,37,104,22,103,52,Warlock,Trials,8,3,10,2,10,5,38,398
1548,85,40,70,65,43,41,Hunter,Trials,8,4,7,6,4,4,33,344
1551,75,61,72,34,103,20,Hunter,Control,7,6,7,3,10,2,35,365
1572,17,101,82,23,90,75,Titan,Survival,1,10,8,2,9,7,37,388
1560,62,63,70,78,64,85,Titan,Trials,6,6,7,7,6,8,40,422
1548,83,44,107,54,57,50,Hunter,Control,8,4,10,5,5,5,37,395
1578,23,50,101,103,51,59,Warlock,Control,2,5,10,10,5,5,37,387
1565,102,38,87,47,51,45,Hunter,Control,10,3,8,4,5,4,34,370
1556,57,101,30,59,51,67,Titan,Trials,5,10,3,5,5,6,34,365
1554,39,65,100,36,72,88,Titan,Trials,3,6,10,3,7,8,37,400
1390,100,18,102,52,84,38,Hunter,Control,10,1,10,5,8,3,37,394
1560,105,48,104,34,82,21,Hunter,Control,10,4,10,3,8,2,37,394
1557,90,25,100,80,51,44,Hunter,Control,9,2,10,8,5,4,38,390
1574,60,61,100,61,61,66,Warlock,Control,6,6,10,6,6,6,40,409
1528,47,29,82,37,78,46,Hunter,Trials,4,2,8,3,7,4,28,319
1557,20,91,27,68,50,43,Titan,Trials,2,9,2,6,5,4,28,299
1577,47,58,53,87,56,50,Warlock,Control,4,5,5,8,5,5,32,351
1554,52,23,101,89,63,17,Warlock,Trials,5,2,10,8,6,1,32,345
1572,82,48,87,58,34,52,Hunter,Control,8,4,8,5,3,5,33,361
1549,34,55,75,77,82,45,Warlock,Trials,3,5,7,7,8,4,34,368
1586,68,43,102,101,64,28,Titan,Control,6,4,10,10,6,2,38,406
1572,99,81,66,52,80,48,Hunter,Control,9,8,6,5,8,4,40,426
1584,105,28,100,44,81,56,Hunter,Control,10,2,10,4,8,5,39,414
1567,79,64,84,36,98,27,Hunter,Control,7,6,8,3,9,2,35,388
1554,61,60,102,70,87,71,Titan,Trials,6,6,10,7,8,7,44,451
1582,42,30,101,102,70,26,Titan,Control,4,3,10,10,7,2,36,371
1580,98,38,80,34,103,34,Warlock,Control,9,3,8,3,10,3,36,387
1573,80,38,100,35,87,26,Hunter,Control,8,3,10,3,8,2,34,366
1499,52,52,70,70,50,102,Warlock,Control,5,5,7,7,5,10,39,396
1390,100,18,102,52,84,38,Hunter,Control,10,1,10,5,8,3,37,394
1573,21,70,109,30,100,36,Warlock,Control,2,7,10,3,10,3,35,366
1579,90,24,90,101,50,44,Hunter,Control,9,2,9,10,5,4,39,399
1558,51,60,100,67,74,55,Titan,Trials,5,6,10,6,7,5,39,407
1556,53,42,102,85,65,51,Titan,Trials,5,4,10,8,6,5,38,398
1560,68,43,102,101,64,28,Titan,Trials,6,4,10,10,6,2,38,406
1525,31,43,100,41,102,30,Warlock,Rumble,3,4,10,4,10,3,34,347
1580,102,42,101,50,81,60,Hunter,Control,10,4,10,5,8,6,43,436
1568,90,33,108,28,117,33,Warlock,Control,9,3,10,2,11,3,38,409
1580,88,38,85,34,103,34,Warlock,Survival,8,3,8,3,10,3,35,382
1413,40,42,91,29,67,32,Hunter,Rumble,4,4,9,2,6,3,28,301
1560,100,32,103,62,92,54,Hunter,Trials,10,3,10,6,9,5,43,443
1583,81,28,104,93,35,48,Hunter,Control,8,2,10,9,3,4,36,389
1560,110,35,101,34,112,22,Titan,Trials,11,3,10,3,11,2,40,414
1584,43,75,101,44,93,22,Warlock,Control,4,7,10,4,9,2,36,378
1554,100,33,104,109,40,18,Hunter,Trials,10,3,10,10,4,1,38,404
1582,72,33,103,23,109,34,Titan,Control,7,3,10,2,10,3,35,374
1567,71,68,95,58,60,22,Hunter,Control,7,6,9,5,6,2,35,374
1490,62,37,94,61,62,61,Warlock,Control,6,3,9,6,6,6,36,377
1539,94,34,36,68,63,27,Hunter,Control,9,3,3,6,6,2,29,322
1554,68,26,101,101,54,45,Warlock,Trials,6,2,10,10,5,4,37,395
1579,37,45,106,102,57,38,Warlock,Control,3,4,10,10,5,3,35,385
1578,74,35,100,103,38,22,Hunter,Control,7,3,10,10,3,2,35,372
1549,59,55,101,55,63,73,Warlock,Trials,5,5,10,5,6,7,38,406
1560,67,55,71,61,36,77,Titan,Trials,6,5,7,6,3,7,34,367
1564,54,52,64,34,73,38,Warlock,Control,5,5,6,3,7,3,29,315
1560,19,37,102,103,63,51,Warlock,Trials,1,3,10,10,6,5,35,375
1558,84,31,86,76,39,52,Warlock,Trials,8,3,8,7,3,5,34,368
1559,52,37,100,79,63,46,Warlock,Trials,5,3,10,7,6,4,35,377
1558,80,52,90,81,41,91,Hunter,Control,8,5,9,8,4,9,43,435
1555,47,37,100,39,107,60,Titan,Trials,4,3,10,3,10,6,36,390
1558,30,24,100,101,63,42,Warlock,Trials,3,2,10,10,6,4,35,360
1554,75,61,80,55,60,19,Titan,Trials,7,6,8,5,6,1,33,350
1602,101,42,100,43,100,46,Hunter,Control,10,4,10,4,10,4,42,432
1559,39,77,76,36,78,21,Titan,Trials,3,7,7,3,7,2,29,327
1545,44,39,86,58,51,37,Hunter,Control,4,3,8,5,5,3,28,315
1589,103,18,100,74,52,32,Hunter,Control,10,1,10,7,5,3,36,379
1571,104,22,89,33,90,61,Hunter,Control,10,2,8,3,9,6,38,399
1560,90,25,89,77,72,51,Hunter,Trials,9,2,8,7,7,5,38,404
1557,28,54,43,79,48,45,Warlock,Trials,2,5,4,7,4,4,26,297
1560,64,57,91,80,77,73,Warlock,Trials,6,5,9,8,7,7,42,442
1556,62,51,101,68,56,22,Warlock,Trials,6,5,10,6,5,2,34,360
1553,58,101,43,32,60,40,Titan,Trials,5,10,4,3,6,4,32,334
1583,69,59,72,46,43,93,Titan,Control,6,5,7,4,4,9,35,382
1553,28,101,71,102,27,22,Warlock,Trials,2,10,7,10,2,2,33,351
1579,44,50,101,101,42,32,Titan,Control,4,5,10,10,4,3,36,370
1560,73,41,104,34,88,43,Hunter,Trials,7,4,10,3,8,4,36,383
1580,81,50,103,56,93,69,Hunter,Control,8,5,10,5,9,6,43,452
1552,51,16,101,61,83,57,Warlock,Trials,5,1,10,6,8,5,35,369
1560,29,41,101,90,64,54,Warlock,Trials,2,4,10,9,6,5,36,379
1562,54,77,104,37,101,55,Titan,Control,5,7,10,3,10,5,40,428
1558,107,33,90,45,77,68,Hunter,Trials,10,3,9,4,7,6,39,420
1555,72,35,103,59,83,33,Warlock,Trials,7,3,10,5,8,3,36,385
1585,66,68,103,40,55,105,Titan,Control,6,6,10,4,5,10,41,437
1554,91,64,83,92,70,42,Warlock,Trials,9,6,8,9,7,4,43,442
1574,58,73,62,68,71,43,Titan,Control,5,7,6,6,7,4,35,375
1570,41,29,104,89,23,61,Warlock,Control,4,2,10,8,2,6,32,347
1560,23,62,100,65,99,25,Warlock,Trials,2,6,10,6,9,2,35,374
1523,93,37,36,20,74,15,Hunter,Control,9,3,3,2,7,1,25,275
1554,64,61,101,24,78,74,Warlock,Control,6,6,10,2,7,7,38,402
1560,84,50,103,50,84,33,Warlock,Trials,8,5,10,5,8,3,39,404
1559,87,40,102,77,69,48,Warlock,Trials,8,4,10,7,6,4,39,423
1558,17,47,100,82,100,16,Warlock,Trials,1,4,10,8,10,1,34,362
1551,33,71,101,58,50,51,Warlock,Trials,3,7,10,5,5,5,35,364
1555,100,29,105,35,101,55,Hunter,Trials,10,2,10,3,10,5,40,425
1558,36,36,39,38,51,26,Warlock,Control,3,3,3,3,5,2,19,226
1553,90,45,102,32,70,61,Hunter,Trials,9,4,10,3,7,6,39,400
1560,101,73,64,26,103,91,Hunter,Trials,10,7,6,2,10,9,44,458
1580,81,50,103,56,93,69,Hunter,Control,8,5,10,5,9,6,43,452
1559,44,92,91,105,26,23,Titan,Trials,4,9,9,10,2,2,36,381
1559,51,31,102,35,79,100,Titan,Trials,5,3,10,3,7,10,38,398
1554,51,45,68,78,73,41,Warlock,Trials,5,4,6,7,7,4,33,356
1559,41,57,105,57,86,30,Warlock,Trials,4,5,10,5,8,3,35,376
1560,93,32,102,30,102,55,Hunter,Trials,9,3,10,3,10,5,40,414
1517,101,30,101,72,51,44,Hunter,Control,10,3,10,7,5,4,39,399
1560,93,32,102,30,95,49,Hunter,Trials,9,3,10,3,9,4,38,401
1579,43,72,100,23,80,40,Warlock,Control,4,7,10,2,8,4,35,358
1580,104,36,100,102,40,23,Hunter,Control,10,3,10,10,4,2,39,405
1575,24,49,100,90,36,34,Warlock,Control,2,4,10,9,3,3,31,333
1556,100,29,105,35,101,55,Hunter,Trials,10,2,10,3,10,5,40,425
1557,32,40,41,39,59,23,Warlock,Control,3,4,4,3,5,2,21,234
1581,108,33,103,39,105,35,Warlock,Control,10,3,10,3,10,3,39,423
1545,107,41,100,56,48,49,Hunter,Control,10,4,10,5,4,4,37,401
1550,97,27,37,45,30,38,Hunter,Trials,9,2,3,4,3,3,24,274
1557,11,62,65,91,65,53,Hunter,Trials,1,6,6,9,6,5,33,347
1559,50,34,102,100,39,32,Warlock,Control,5,3,10,10,3,3,34,357
1559,103,40,100,32,52,113,Hunter,Trials,10,4,10,3,5,11,43,440
1587,100,24,100,94,56,37,Hunter,Control,10,2,10,9,5,3,39,411
1559,36,100,39,63,94,56,Warlock,Trials,3,10,3,6,9,5,36,388
1468,53,33,102,100,42,50,Warlock,Control,5,3,10,10,4,5,37,380
1579,38,56,101,49,63,28,Titan,Control,3,5,10,4,6,2,30,335
1579,101,44,71,53,72,41,Hunter,Survival,10,4,7,5,7,4,37,382
1582,104,22,101,54,45,104,Hunter,Control,10,2,10,5,4,10,41,430
1550,104,31,45,97,47,23,Warlock,Trials,10,3,4,9,4,2,32,347
1560,29,90,100,40,102,40,Titan,Trials,2,9,10,4,10,4,39,401
1579,109,28,90,104,36,18,Hunter,Rumble,10,2,9,10,3,1,35,385
1552,102,10,23,21,55,53,Titan,Control,10,1,2,2,5,5,25,264
1555,82,34,101,54,61,61,Hunter,Trials,8,3,10,5,6,6,38,393
1542,57,65,62,46,103,58,Titan,Trials,5,6,6,4,10,5,36,391
1581,105,42,95,92,28,35,Hunter,Control,10,4,9,9,2,3,37,397
1560,81,67,96,41,100,38,Titan,Trials,8,6,9,4,10,3,40,423
1554,101,33,103,23,104,54,Hunter,Trials,10,3,10,2,10,5,40,418
1568,24,104,75,107,45,32,Titan,Control,2,10,7,10,4,3,36,387
1586,51,66,47,71,57,35,Warlock,Control,5,6,4,7,5,3,30,327
1558,100,25,100,22,90,39,Hunter,Trials,10,2,10,2,9,3,36,376
1561,104,51,39,52,49,62,Hunter,Control,10,5,3,5,4,6,33,357
1560,99,44,99,31,95,26,Titan,Trials,9,4,9,3,9,2,36,394
1557,35,39,86,91,63,22,Warlock,Trials,3,3,8,9,6,2,31,336
1559,47,46,103,81,51,38,Warlock,Trials,4,4,10,8,5,3,34,366
1557,62,35,77,62,76,27,Hunter,Trials,6,3,7,6,7,2,31,339
1585,60,41,100,103,92,47,Warlock,Control,6,4,10,10,9,4,43,443
1544,57,30,42,58,26,37,Hunter,Control,5,3,4,5,2,3,22,250
1565,102,37,47,17,68,38,Hunter,Control,10,3,4,1,6,3,27,309
1558,103,18,103,75,70,71,Hunter,Trials,10,1,10,7,7,7,42,440
1581,41,90,101,44,64,70,Warlock,Control,4,9,10,4,6,7,40,410
1558,102,49,61,109,61,43,Hunter,Trials,10,4,6,10,6,4,40,425
1560,71,24,104,100,104,32,Warlock,Trials,7,2,10,10,10,3,42,435
1566,73,87,83,71,70,78,Titan,Control,7,8,8,7,7,7,44,462
1586,16,68,93,65,40,66,Titan,Control,1,6,9,6,4,6,32,348
1520,33,60,102,60,51,50,Titan,Control,3,6,10,6,5,5,35,356
1557,101,32,70,34,100,31,Hunter,Trials,10,3,7,3,10,3,36,368
1560,81,67,96,41,100,38,Titan,Trials,8,6,9,4,10,3,40,423
1589,102,30,104,102,50,51,Hunter,Control,10,3,10,10,5,5,43,439
1550,47,82,101,43,54,74,Titan,Trials,4,8,10,4,5,7,38,401
1580,32,104,33,45,106,33,Titan,Control,3,10,3,4,10,3,33,353
1559,101,33,100,52,63,46,Hunter,Trials,10,3,10,5,6,4,38,395
1560,46,93,61,61,66,68,Titan,Trials,4,9,6,6,6,6,37,395
1560,46,55,103,18,99,45,Titan,Trials,4,5,10,1,9,4,33,366
1560,32,28,104,84,83,25,Warlock,Trials,3,2,10,8,8,2,33,356
1519,67,30,100,50,78,62,Warlock,Control,6,3,10,5,7,6,37,387
1560,29,83,100,40,81,53,Titan,Trials,2,8,10,4,8,5,37,386
1569,30,40,102,100,62,12,Warlock,Control,3,4,10,10,6,1,34,346
1557,105,33,53,97,18,81,Hunter,Trials,10,3,5,9,1,8,36,387
1560,42,55,103,74,46,37,Warlock,Trials,4,5,10,7,4,3,33,357
1578,103,18,103,75,70,61,Hunter,Control,10,1,10,7,7,6,41,430
1560,71,22,101,70,76,34,Warlock,Trials,7,2,10,7,7,3,36,374
1573,69,82,66,43,47,68,Hunter,Control,6,8,6,4,4,6,34,375
1563,91,32,103,84,80,26,Hunter,Control,9,3,10,8,8,2,40,416
1558,39,100,88,58,56,33,Titan,Trials,3,10,8,5,5,3,34,374
1555,106,36,90,81,40,70,Hunter,Trials,10,3,9,8,4,7,41,423
1560,60,31,100,103,72,47,Warlock,Trials,6,3,10,10,7,4,40,413
1566,102,26,57,5,56,51,Hunter,Control,10,2,5,0,5,5,27,297
1551,90,56,70,47,58,51,Hunter,Trials,9,5,7,4,5,5,35,372
1550,62,30,52,79,30,56,Warlock,Trials,6,3,5,7,3,5,29,309
1577,108,26,64,50,47,84,Hunter,Control,10,2,6,5,4,8,35,379
1558,100,56,64,15,101,38,Hunter,Trials,10,5,6,1,10,3,35,374
1560,29,90,104,60,82,61,Titan,Trials,2,9,10,6,8,6,41,426
1558,26,74,90,60,48,39,Titan,Trials,2,7,9,6,4,3,31,337
1568,32,49,64,46,70,40,Warlock,Control,3,4,6,4,7,4,28,301
1556,104,27,59,6,101,44,Hunter,Trials,10,2,5,0,10,4,31,341
1580,108,31,36,45,103,20,Hunter,Control,10,3,3,4,10,2,32,343
1581,86,88,79,59,68,64,Titan,Control,8,8,7,5,6,6,40,444
1497,90,31,102,51,63,66,Hunter,Control,9,3,10,5,6,6,39,403
1557,95,30,100,44,36,95,Hunter,Control,9,3,10,4,3,9,38,400
1558,57,60,103,45,101,23,Warlock,Trials,5,6,10,4,10,2,37,389
1560,82,30,104,106,43,38,Warlock,Trials,8,3,10,10,4,3,38,403
1558,100,30,102,33,80,93,Hunter,Trials,10,3,10,3,8,9,43,438
1578,100,34,48,21,52,81,Hunter,Control,10,3,4,2,5,8,32,336
1521,29,35,56,45,29,38,Hunter,Control,2,3,5,4,2,3,19,232
1560,102,27,95,104,33,35,Hunter,Trials,10,2,9,10,3,3,37,396
1558,50,100,80,23,88,57,Titan,Trials,5,10,8,2,8,5,38,398
1576,45,38,102,90,55,26,Warlock,Control,4,3,10,9,5,2,33,356
1586,101,22,100,106,51,27,Hunter,Control,10,2,10,10,5,2,39,407
1569,66,73,70,50,47,52,Titan,Control,6,7,7,5,4,5,34,358
1552,34,42,101,72,100,50,Warlock,Trials,3,4,10,7,10,5,39,399
1516,23,96,47,78,60,39,Titan,Control,2,9,4,7,6,3,31,343
1578,103,28,104,48,71,73,Hunter,Control,10,2,10,4,7,7,40,427
1586,52,60,100,74,72,60,Titan,Control,5,6,10,7,7,6,41,418
1584,31,23,113,32,79,104,Titan,Control,3,2,11,3,7,10,36,382
1559,72,30,102,105,36,38,Warlock,Trials,7,3,10,10,3,3,36,383
1557,105,54,81,48,84,31,Hunter,Trials,10,5,8,4,8,3,38,403
1560,92,23,102,41,103,44,Warlock,Trials,9,2,10,4,10,4,39,405
1560,106,28,104,74,32,55,Hunter,Trials,10,2,10,7,3,5,37,399
1559,78,45,96,93,71,21,Warlock,Trials,7,4,9,9,7,2,38,404
1580,73,60,103,22,115,27,Warlock,Survival,7,6,10,2,11,2,38,400
1560,83,37,101,100,41,42,Hunter,Trials,8,3,10,10,4,4,39,404
1575,80,38,102,101,48,35,Warlock,Control,8,3,10,10,4,3,38,404
1559,110,30,105,46,46,70,Hunter,Trials,11,3,10,4,4,7,39,407
1575,64,37,51,22,102,45,Warlock,Control,6,3,5,2,10,4,30,321
1525,93,32,94,33,68,82,Hunter,Control,9,3,9,3,6,8,38,402
1559,58,104,81,59,70,66,Titan,Trials,5,10,8,5,7,6,41,438
1542,85,34,106,52,58,37,Hunter,Control,8,3,10,5,5,3,34,372
1560,49,83,106,45,85,34,Titan,Trials,4,8,10,4,8,3,37,402
1553,36,72,74,70,61,61,Titan,Survival,3,7,7,7,6,6,36,374
1584,23,80,103,102,65,18,Titan,Control,2,8,10,10,6,1,37,391
1559,62,60,102,105,56,18,Warlock,Trials,6,6,10,10,5,1,38,403
1559,28,55,104,42,103,30,Warlock,Trials,2,5,10,4,10,3,34,362
1568,88,48,80,62,61,49,Titan,Control,8,4,8,6,6,4,36,388
1571,32,32,103,51,84,23,Warlock,Control,3,3,10,5,8,2,31,325
1557,104,54,70,11,80,69,Hunter,Trials,10,5,7,1,8,6,37,388
1560,100,22,100,101,42,47,Hunter,Trials,10,2,10,10,4,4,40,412
1554,100,23,102,41,49,109,Hunter,Trials,10,2,10,4,4,10,40,424
1558,107,31,100,84,69,34,Hunter,Trials,10,3,10,8,6,3,40,425
1517,61,59,89,51,56,58,Warlock,Control,6,5,8,5,5,5,34,374
1566,101,48,44,54,40,65,Warlock,Control,10,4,4,5,4,6,33,352
1552,30,38,108,82,102,44,Warlock,Trials,3,3,10,8,10,4,38,404
1560,71,53,102,100,28,100,Warlock,Trials,7,5,10,10,2,10,44,454
1566,74,41,113,23,114,33,Hunter,Control,7,4,11,2,11,3,38,398
